time,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone
2024-07-24 18:00:00,94.3,25.2,0.196,11.9,4.8,44.0
2024-07-24 19:00:00,96.4,25.7,0.186,11.0,4.7,44.0
2024-07-24 20:00:00,102.0,26.7,0.173,9.8,4.6,45.0
2024-07-24 21:00:00,104.3,27.1,0.161,8.7,4.6,45.0
2024-07-24 22:00:00,108.0,27.9,0.151,8.0,4.7,45.0
2024-07-24 23:00:00,115.7,29.4,0.142,7.5,4.8,44.0
2024-07-25 00:00:00,126.2,31.1,0.154,8.5,5.5,43.0
2024-07-25 01:00:00,134.6,32.8,0.171,9.7,6.1,44.0
2024-07-25 02:00:00,168.1,37.0,0.193,11.2,6.8,45.0
2024-07-25 03:00:00,191.9,40.4,0.207,11.7,7.3,48.0
2024-07-25 04:00:00,204.4,43.4,0.204,10.3,7.2,56.0
2024-07-25 05:00:00,209.1,45.9,0.192,7.8,6.9,66.0
2024-07-25 06:00:00,208.6,47.4,0.181,5.8,6.5,74.0
2024-07-25 07:00:00,201.2,46.8,0.172,4.6,6.1,77.0
2024-07-25 08:00:00,188.6,44.1,0.163,3.9,5.7,78.0
2024-07-25 09:00:00,174.2,39.9,0.159,3.8,5.4,77.0
2024-07-25 10:00:00,162.1,36.2,0.161,4.5,5.4,73.0
2024-07-25 11:00:00,154.6,33.2,0.168,5.9,5.6,66.0
2024-07-25 12:00:00,147.6,29.3,0.182,8.0,5.9,58.0
2024-07-25 13:00:00,147.6,29.0,0.184,9.0,5.7,55.0
2024-07-25 14:00:00,143.4,28.1,0.187,10.5,5.4,50.0
2024-07-25 15:00:00,141.6,28.3,0.19,11.6,5.2,47.0
2024-07-25 16:00:00,147.6,30.0,0.194,12.2,5.1,46.0
2024-07-25 17:00:00,141.6,31.8,0.198,12.5,5.1,46.0
2024-07-25 18:00:00,132.7,33.5,0.197,12.4,5.0,47.0
2024-07-25 19:00:00,126.7,34.7,0.19,11.7,4.9,48.0
2024-07-25 20:00:00,124.3,35.5,0.178,10.6,4.7,50.0
2024-07-25 21:00:00,120.1,35.4,0.166,9.4,4.6,52.0
2024-07-25 22:00:00,114.3,34.6,0.152,8.1,4.6,54.0
2024-07-25 23:00:00,109.4,33.6,0.138,6.7,4.6,56.0
2024-07-26 00:00:00,106.2,33.9,0.138,6.7,4.9,56.0
2024-07-26 01:00:00,109.7,34.6,0.156,7.9,5.3,57.0
2024-07-26 02:00:00,124.8,36.6,0.18,9.4,5.8,59.0
2024-07-26 03:00:00,143.0,38.2,0.196,10.0,6.1,64.0
2024-07-26 04:00:00,153.2,38.9,0.196,8.7,6.2,74.0
2024-07-26 05:00:00,159.7,38.4,0.187,6.4,6.1,85.0
2024-07-26 06:00:00,162.5,36.7,0.179,4.6,6.0,93.0
2024-07-26 07:00:00,159.3,34.2,0.173,3.8,5.8,93.0
2024-07-26 08:00:00,153.2,32.1,0.167,3.5,5.6,89.0
2024-07-26 09:00:00,148.1,31.0,0.165,3.7,5.4,84.0
2024-07-26 10:00:00,145.8,31.1,0.169,4.5,5.3,77.0
2024-07-26 11:00:00,145.8,31.5,0.176,5.7,5.3,69.0
2024-07-26 12:00:00,149.5,31.0,0.178,6.8,5.7,64.0
2024-07-26 13:00:00,151.3,30.7,0.181,8.4,5.6,58.0
2024-07-26 14:00:00,148.1,30.2,0.185,10.5,5.5,50.0
2024-07-26 15:00:00,145.3,29.9,0.187,12.0,5.3,44.0
2024-07-26 16:00:00,138.8,29.5,0.185,12.1,5.1,43.0
2024-07-26 17:00:00,133.2,29.2,0.181,11.4,4.9,45.0
2024-07-26 18:00:00,117.3,28.2,0.176,10.8,4.7,47.0
2024-07-26 19:00:00,107.8,27.8,0.172,10.4,4.7,48.0
2024-07-26 20:00:00,101.5,27.2,0.166,10.1,4.7,48.0
2024-07-26 21:00:00,99.0,26.9,0.16,9.5,4.7,49.0
2024-07-26 22:00:00,97.3,26.8,0.148,8.4,4.7,51.0
2024-07-26 23:00:00,98.3,27.4,0.135,7.2,4.7,53.0
2024-07-27 00:00:00,112.2,30.2,0.123,5.4,4.5,58.0
2024-07-27 01:00:00,117.6,32.0,0.14,6.5,4.7,59.0
2024-07-27 02:00:00,129.9,34.3,0.164,8.0,5.0,61.0
2024-07-27 03:00:00,144.8,36.4,0.181,8.7,5.3,65.0
2024-07-27 04:00:00,151.3,37.8,0.185,7.8,5.5,74.0
2024-07-27 05:00:00,162.5,39.1,0.182,6.2,5.8,84.0
2024-07-27 06:00:00,177.0,39.5,0.179,4.8,5.9,92.0
2024-07-27 07:00:00,181.1,38.1,0.175,4.1,5.8,95.0
2024-07-27 08:00:00,177.9,35.6,0.17,3.6,5.7,94.0
2024-07-27 09:00:00,173.2,33.4,0.169,3.7,5.6,91.0
2024-07-27 10:00:00,173.2,32.7,0.175,4.4,5.6,85.0
2024-07-27 11:00:00,177.4,32.8,0.184,5.7,5.7,76.0
2024-07-27 12:00:00,212.8,37.4,0.176,6.5,5.5,65.0
2024-07-27 13:00:00,202.1,37.4,0.183,8.6,5.6,58.0
2024-07-27 14:00:00,186.7,36.6,0.193,11.4,5.7,48.0
2024-07-27 15:00:00,170.9,35.6,0.196,13.1,5.8,42.0
2024-07-27 16:00:00,162.1,34.6,0.185,12.4,5.9,42.0
2024-07-27 17:00:00,152.3,33.4,0.169,10.5,5.9,46.0
2024-07-27 18:00:00,146.7,32.5,0.159,9.4,5.9,48.0
2024-07-27 19:00:00,131.3,31.7,0.166,10.4,5.8,46.0
2024-07-27 20:00:00,127.1,31.5,0.18,12.2,5.8,43.0
2024-07-27 21:00:00,125.3,31.4,0.187,13.2,5.7,41.0
2024-07-27 22:00:00,131.8,32.2,0.177,12.3,5.6,41.0
2024-07-27 23:00:00,142.5,34.0,0.159,10.7,5.5,42.0
2024-07-28 00:00:00,151.8,35.9,0.157,10.3,5.9,43.0
2024-07-28 01:00:00,163.9,38.8,0.173,11.6,6.7,43.0
2024-07-28 02:00:00,199.3,43.2,0.195,13.3,7.8,43.0
2024-07-28 03:00:00,229.6,46.9,0.214,14.0,8.9,49.0
2024-07-28 04:00:00,244.0,50.3,0.227,12.7,10.1,65.0
2024-07-28 05:00:00,252.4,53.4,0.236,10.4,11.3,87.0
2024-07-28 06:00:00,256.1,56.2,0.242,8.6,12.4,105.0
2024-07-28 07:00:00,256.1,58.0,0.243,7.9,13.3,116.0
2024-07-28 08:00:00,243.1,56.7,0.241,7.7,14.0,123.0
2024-07-28 09:00:00,219.3,51.7,0.238,7.9,14.1,122.0
2024-07-28 10:00:00,190.9,44.8,0.234,8.4,13.3,109.0
2024-07-28 11:00:00,164.4,37.7,0.23,9.3,12.0,88.0
2024-07-28 12:00:00,155.5,34.0,0.23,10.9,10.4,75.0
2024-07-28 13:00:00,142.5,30.3,0.242,14.1,10.0,63.0
2024-07-28 14:00:00,131.3,27.8,0.258,18.4,9.4,47.0
2024-07-28 15:00:00,128.1,26.9,0.266,21.2,9.1,36.0
2024-07-28 16:00:00,131.8,26.9,0.261,21.3,9.2,33.0
2024-07-28 17:00:00,136.4,27.2,0.248,19.8,9.5,35.0
2024-07-28 18:00:00,141.1,27.7,0.234,18.3,10.0,37.0
2024-07-28 19:00:00,144.4,27.9,0.22,16.9,10.6,38.0
2024-07-28 20:00:00,146.7,27.9,0.204,15.3,11.3,40.0
2024-07-28 21:00:00,146.2,27.6,0.192,14.2,12.2,41.0
2024-07-28 22:00:00,149.9,27.7,0.182,13.6,13.1,41.0
2024-07-28 23:00:00,149.9,27.8,0.174,13.3,14.0,41.0
2024-07-29 00:00:00,144.4,27.4,0.201,16.6,14.1,35.0
2024-07-29 01:00:00,149.5,27.5,0.22,17.1,15.9,35.0
2024-07-29 02:00:00,156.5,28.0,0.246,17.8,18.6,35.0
2024-07-29 03:00:00,174.2,29.7,0.267,17.8,21.1,42.0
2024-07-29 04:00:00,192.8,32.9,0.281,16.6,23.9,63.0
2024-07-29 05:00:00,202.6,36.7,0.289,14.6,26.6,91.0
2024-07-29 06:00:00,203.5,39.8,0.288,12.7,27.2,111.0
2024-07-29 07:00:00,197.9,41.8,0.269,10.5,24.1,118.0
2024-07-29 08:00:00,189.1,40.6,0.24,8.4,19.0,116.0
2024-07-29 09:00:00,180.7,38.3,0.221,7.5,14.9,110.0
2024-07-29 10:00:00,178.3,37.5,0.223,8.7,13.1,97.0
2024-07-29 11:00:00,177.4,37.6,0.235,11.2,12.3,79.0
2024-07-29 12:00:00,147.6,36.4,0.245,16.0,14.7,62.0
2024-07-29 13:00:00,144.8,37.6,0.254,17.6,13.4,59.0
2024-07-29 14:00:00,150.4,39.8,0.267,19.7,11.7,54.0
2024-07-29 15:00:00,157.4,41.7,0.27,20.6,10.2,51.0
2024-07-29 16:00:00,160.2,41.9,0.258,19.4,9.3,50.0
2024-07-29 17:00:00,158.8,41.1,0.238,17.0,8.6,50.0
2024-07-29 18:00:00,153.7,39.6,0.217,14.5,8.0,50.0
2024-07-29 19:00:00,141.6,36.8,0.196,12.2,7.3,49.0
2024-07-29 20:00:00,126.7,33.4,0.173,9.9,6.8,49.0
2024-07-29 21:00:00,114.3,30.4,0.156,8.1,6.3,48.0
2024-07-29 22:00:00,103.6,27.7,0.143,6.9,6.0,47.0
2024-07-29 23:00:00,95.5,25.6,0.135,6.2,5.8,47.0
2024-07-30 00:00:00,119.0,35.9,0.17,10.2,7.0,46.0
2024-07-30 01:00:00,118.3,36.0,0.2,12.8,8.4,43.0
2024-07-30 02:00:00,123.9,36.4,0.24,16.3,10.3,39.0
2024-07-30 03:00:00,130.4,37.1,0.269,17.9,11.9,44.0
2024-07-30 04:00:00,134.1,38.0,0.273,15.5,13.0,67.0
2024-07-30 05:00:00,132.7,38.5,0.264,11.2,13.7,98.0
2024-07-30 06:00:00,129.0,39.2,0.258,8.6,13.7,117.0
2024-07-30 07:00:00,121.1,38.9,0.256,9.4,12.5,111.0
2024-07-30 08:00:00,99.4,33.3,0.255,12.0,10.7,92.0
2024-07-30 09:00:00,93.4,31.9,0.264,14.9,9.3,76.0
2024-07-30 10:00:00,93.1,32.2,0.287,17.9,9.0,70.0
2024-07-30 11:00:00,88.7,32.8,0.318,21.2,9.3,66.0
2024-07-30 12:00:00,56.5,21.0,0.281,18.8,7.4,60.0
2024-07-30 13:00:00,51.1,20.6,0.308,22.4,7.8,54.0
2024-07-30 14:00:00,47.5,19.8,0.344,27.2,8.2,47.0
2024-07-30 15:00:00,46.4,19.8,0.369,30.6,8.7,41.0
2024-07-30 16:00:00,45.6,19.8,0.372,31.2,9.1,39.0
2024-07-30 17:00:00,44.0,19.4,0.363,30.3,9.4,40.0
2024-07-30 18:00:00,43.3,19.4,0.348,28.7,9.6,41.0
2024-07-30 19:00:00,41.9,18.9,0.327,26.3,9.6,43.0
2024-07-30 20:00:00,41.0,18.5,0.301,23.1,9.4,46.0
2024-07-30 21:00:00,41.2,18.3,0.279,20.6,9.6,48.0
2024-07-30 22:00:00,41.7,18.7,0.265,19.2,10.2,49.0
2024-07-30 23:00:00,40.7,18.8,0.255,18.4,11.2,50.0
2024-07-31 00:00:00,33.4,16.2,0.277,20.5,13.9,44.0
2024-07-31 01:00:00,32.5,15.7,0.29,21.7,14.2,47.0
2024-07-31 02:00:00,31.1,14.9,0.306,23.1,14.5,50.0
2024-07-31 03:00:00,28.8,14.3,0.309,22.7,14.2,57.0
2024-07-31 04:00:00,22.9,11.9,0.288,18.8,12.9,68.0
2024-07-31 05:00:00,19.3,10.3,0.254,13.1,11.0,81.0
2024-07-31 06:00:00,15.2,8.3,0.227,8.6,9.3,93.0
2024-07-31 07:00:00,16.8,9.5,0.216,6.2,8.1,104.0
2024-07-31 08:00:00,18.9,10.7,0.213,5.0,7.2,113.0
2024-07-31 09:00:00,22.1,12.3,0.212,4.7,6.5,115.0
2024-07-31 10:00:00,25.3,13.6,0.21,5.1,6.2,107.0
2024-07-31 11:00:00,29.9,15.4,0.211,6.4,6.3,93.0
2024-07-31 12:00:00,53.7,24.3,0.208,7.7,5.4,75.0
2024-07-31 13:00:00,56.8,25.3,0.242,13.1,5.4,63.0
2024-07-31 14:00:00,54.7,25.3,0.288,20.5,5.4,47.0
2024-07-31 15:00:00,51.3,25.3,0.315,25.1,5.4,36.0
2024-07-31 16:00:00,49.2,24.4,0.307,24.7,5.4,34.0
2024-07-31 17:00:00,47.6,23.3,0.28,21.7,5.3,38.0
2024-07-31 18:00:00,47.5,22.2,0.25,18.2,5.1,41.0
2024-07-31 19:00:00,46.8,20.5,0.217,14.6,4.6,43.0
2024-07-31 20:00:00,46.0,18.9,0.18,10.5,4.0,45.0
2024-07-31 21:00:00,46.4,17.9,0.152,7.4,3.6,47.0
2024-07-31 22:00:00,47.1,17.2,0.136,5.8,3.4,48.0
2024-07-31 23:00:00,47.1,16.9,0.128,5.1,3.5,48.0
2024-08-01 00:00:00,39.6,16.0,0.142,6.0,4.0,51.0
2024-08-01 01:00:00,39.5,15.8,0.162,7.4,4.3,52.0
2024-08-01 02:00:00,41.1,16.3,0.19,9.3,4.7,53.0
2024-08-01 03:00:00,43.8,16.6,0.208,10.3,4.9,55.0
2024-08-01 04:00:00,45.8,17.4,0.207,9.6,4.8,60.0
2024-08-01 05:00:00,57.6,21.1,0.197,8.1,4.6,66.0
2024-08-01 06:00:00,50.3,18.6,0.188,6.7,4.4,71.0
2024-08-01 07:00:00,53.2,19.9,0.183,5.6,4.2,76.0
2024-08-01 08:00:00,52.3,20.3,0.18,4.6,4.1,81.0
2024-08-01 09:00:00,53.1,20.7,0.179,4.3,4.0,82.0
2024-08-01 10:00:00,55.2,21.7,0.181,4.9,4.0,77.0
2024-08-01 11:00:00,55.2,21.8,0.186,6.2,4.0,69.0
2024-08-01 12:00:00,58.1,23.1,0.195,8.5,4.0,62.0
2024-08-01 13:00:00,62.2,25.1,0.218,12.1,4.1,55.0
2024-08-01 14:00:00,63.3,27.1,0.25,17.0,4.2,46.0
2024-08-01 15:00:00,75.2,31.9,0.265,19.8,4.3,40.0
2024-08-01 16:00:00,79.2,33.1,0.251,18.7,4.3,40.0
2024-08-01 17:00:00,87.5,34.7,0.221,15.5,4.2,43.0
2024-08-01 18:00:00,89.4,33.5,0.193,12.3,4.0,46.0
2024-08-01 19:00:00,87.1,31.2,0.17,9.6,3.6,48.0
2024-08-01 20:00:00,78.7,27.5,0.149,7.0,3.1,49.0
2024-08-01 21:00:00,72.2,23.8,0.133,5.0,2.8,50.0
2024-08-01 22:00:00,73.8,21.9,0.121,3.9,2.7,49.0
2024-08-01 23:00:00,75.2,21.6,0.114,3.5,2.8,47.0
2024-08-02 00:00:00,78.9,21.2,0.122,4.4,3.1,47.0
2024-08-02 01:00:00,81.7,21.7,0.136,5.9,3.3,45.0
2024-08-02 02:00:00,83.4,22.6,0.156,8.0,3.7,42.0
2024-08-02 03:00:00,101.5,24.0,0.171,9.3,4.0,41.0
2024-08-02 04:00:00,97.6,24.4,0.175,9.1,4.3,43.0
2024-08-02 05:00:00,98.3,24.8,0.174,8.1,4.5,46.0
2024-08-02 06:00:00,100.1,25.3,0.173,7.3,4.7,49.0
2024-08-02 07:00:00,107.1,26.8,0.171,6.7,4.7,52.0
2024-08-02 08:00:00,105.7,27.2,0.17,6.3,4.6,54.0
2024-08-02 09:00:00,115.0,28.1,0.171,6.3,4.5,55.0
2024-08-02 10:00:00,113.9,28.6,0.177,6.9,4.5,54.0
2024-08-02 11:00:00,115.7,29.5,0.186,8.0,4.6,52.0
2024-08-02 12:00:00,108.0,28.8,0.214,12.4,4.8,45.0
2024-08-02 13:00:00,104.5,29.2,0.244,16.5,4.9,39.0
2024-08-02 14:00:00,93.6,28.6,0.284,22.1,5.1,32.0
2024-08-02 15:00:00,90.8,29.1,0.307,25.4,5.2,27.0
2024-08-02 16:00:00,90.8,29.2,0.298,24.6,5.3,28.0
2024-08-02 17:00:00,91.3,29.2,0.27,21.6,5.3,31.0
2024-08-02 18:00:00,92.4,29.5,0.24,18.1,5.2,35.0
2024-08-02 19:00:00,94.1,29.9,0.207,14.4,4.7,39.0
2024-08-02 20:00:00,91.7,29.4,0.172,10.3,4.1,43.0
2024-08-02 21:00:00,86.8,28.1,0.144,7.2,3.6,45.0
2024-08-02 22:00:00,81.5,27.0,0.128,5.8,3.5,45.0
2024-08-02 23:00:00,77.3,25.6,0.12,5.5,3.7,42.0
2024-08-03 00:00:00,103.8,29.5,0.142,7.8,4.7,43.0
2024-08-03 01:00:00,110.6,30.2,0.161,9.2,4.8,43.0
2024-08-03 02:00:00,113.2,31.0,0.186,11.2,5.0,44.0
2024-08-03 03:00:00,135.5,32.4,0.206,12.6,5.3,45.0
2024-08-03 04:00:00,137.4,33.3,0.213,12.9,5.7,47.0
2024-08-03 05:00:00,140.2,34.1,0.214,12.6,6.2,49.0
2024-08-03 06:00:00,148.5,35.6,0.214,12.2,6.6,51.0
2024-08-03 07:00:00,148.1,35.6,0.213,11.5,6.7,54.0
2024-08-03 08:00:00,144.4,36.1,0.212,10.7,6.6,58.0
2024-08-03 09:00:00,139.2,36.6,0.212,10.4,6.5,60.0
2024-08-03 10:00:00,136.4,35.7,0.211,10.3,6.2,59.0
2024-08-03 11:00:00,130.9,35.3,0.212,10.7,5.8,57.0
2024-08-03 12:00:00,141.6,37.8,0.247,14.6,6.2,52.0
2024-08-03 13:00:00,122.9,32.9,0.286,20.0,6.0,43.0
2024-08-03 14:00:00,103.8,30.5,0.341,27.4,5.7,30.0
2024-08-03 15:00:00,101.3,31.0,0.379,32.8,5.6,21.0
2024-08-03 16:00:00,102.2,31.2,0.391,34.7,6.0,18.0
2024-08-03 17:00:00,101.3,31.1,0.387,34.5,6.5,17.0
2024-08-03 18:00:00,99.2,30.9,0.369,32.6,6.8,19.0
2024-08-03 19:00:00,96.4,30.5,0.331,28.3,6.5,23.0
2024-08-03 20:00:00,94.1,30.0,0.28,22.4,5.8,29.0
2024-08-03 21:00:00,92.9,29.2,0.235,17.2,5.3,34.0
2024-08-03 22:00:00,94.1,28.8,0.2,13.4,5.0,38.0
2024-08-03 23:00:00,98.3,28.4,0.172,10.5,4.8,41.0
2024-08-04 00:00:00,101.0,27.6,0.152,7.8,4.6,45.0
2024-08-04 01:00:00,111.8,29.3,0.187,11.2,5.3,42.0
2024-08-04 02:00:00,127.1,32.2,0.234,15.8,6.2,39.0
2024-08-04 03:00:00,152.7,35.4,0.263,18.0,6.8,40.0
2024-08-04 04:00:00,164.8,36.3,0.257,15.7,7.0,50.0
2024-08-04 05:00:00,174.6,37.1,0.233,11.0,6.9,65.0
2024-08-04 06:00:00,186.7,39.0,0.212,7.3,6.7,77.0
2024-08-04 07:00:00,181.6,39.8,0.202,5.8,6.4,82.0
2024-08-04 08:00:00,177.9,40.0,0.195,5.3,6.0,84.0
2024-08-04 09:00:00,168.1,38.9,0.193,5.4,5.7,83.0
2024-08-04 10:00:00,156.5,36.8,0.193,5.7,5.4,79.0
2024-08-04 11:00:00,148.1,35.0,0.197,6.6,5.2,72.0
2024-08-04 12:00:00,162.1,36.1,0.214,9.3,5.4,62.0
2024-08-04 13:00:00,164.8,38.2,0.245,14.3,5.3,52.0
