time,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone
2024-09-12 10:00:00,227.7,43.4,0.186,4.7,4.5,91.0
2024-09-12 11:00:00,213.3,41.4,0.192,6.1,4.5,80.0
2024-09-12 12:00:00,205.4,40.0,0.198,8.0,4.6,70.0
2024-09-12 13:00:00,182.1,36.8,0.203,9.7,4.5,64.0
2024-09-12 14:00:00,151.3,32.9,0.21,12.1,4.4,55.0
2024-09-12 15:00:00,127.6,29.8,0.217,14.0,4.3,48.0
2024-09-12 16:00:00,105.2,27.6,0.225,15.2,4.4,45.0
2024-09-12 17:00:00,94.8,26.5,0.233,15.9,4.7,44.0
2024-09-12 18:00:00,87.3,25.4,0.231,15.5,4.7,44.0
2024-09-12 19:00:00,80.6,24.0,0.212,13.4,4.4,46.0
2024-09-12 20:00:00,75.0,22.8,0.184,10.2,3.9,49.0
2024-09-12 21:00:00,70.1,21.5,0.161,7.7,3.6,51.0
2024-09-12 22:00:00,68.0,20.8,0.146,6.2,3.5,52.0
2024-09-12 23:00:00,67.3,20.4,0.137,5.4,3.4,53.0
2024-09-13 00:00:00,68.9,20.3,0.133,4.8,3.3,54.0
2024-09-13 01:00:00,72.9,21.0,0.152,6.3,3.5,53.0
2024-09-13 02:00:00,76.1,22.4,0.178,8.3,3.8,52.0
2024-09-13 03:00:00,92.4,23.9,0.192,9.2,4.0,53.0
2024-09-13 04:00:00,99.2,23.8,0.183,7.8,3.9,59.0
2024-09-13 05:00:00,105.5,24.2,0.164,5.2,3.8,68.0
2024-09-13 06:00:00,107.1,24.4,0.148,3.3,3.6,74.0
2024-09-13 07:00:00,109.7,24.7,0.143,2.6,3.5,76.0
2024-09-13 08:00:00,107.3,24.7,0.142,2.6,3.4,76.0
2024-09-13 09:00:00,103.8,24.6,0.144,3.0,3.4,74.0
2024-09-13 10:00:00,100.8,24.4,0.149,3.7,3.5,70.0
2024-09-13 11:00:00,97.3,24.2,0.157,4.9,3.6,65.0
2024-09-13 12:00:00,85.2,21.9,0.16,6.5,3.7,58.0
2024-09-13 13:00:00,80.1,21.8,0.173,8.8,3.7,54.0
2024-09-13 14:00:00,72.9,21.6,0.191,12.0,3.8,49.0
2024-09-13 15:00:00,67.3,21.8,0.202,14.1,3.8,45.0
2024-09-13 16:00:00,67.5,22.2,0.203,14.5,3.9,45.0
2024-09-13 17:00:00,69.2,22.7,0.198,13.9,3.9,46.0
2024-09-13 18:00:00,71.7,23.2,0.188,12.7,3.9,48.0
2024-09-13 19:00:00,71.7,23.1,0.17,10.8,3.7,50.0
2024-09-13 20:00:00,70.5,23.1,0.146,8.3,3.3,52.0
2024-09-13 21:00:00,68.7,22.6,0.128,6.3,3.1,54.0
2024-09-13 22:00:00,67.3,22.2,0.117,5.2,3.0,54.0
2024-09-13 23:00:00,66.4,22.2,0.111,4.6,3.1,54.0
2024-09-14 00:00:00,75.4,23.6,0.12,5.0,3.3,56.0
2024-09-14 01:00:00,76.1,24.1,0.143,6.6,3.6,56.0
2024-09-14 02:00:00,76.8,24.9,0.173,8.7,3.9,55.0
2024-09-14 03:00:00,88.7,26.0,0.191,9.6,4.1,57.0
2024-09-14 04:00:00,95.5,25.6,0.183,8.2,4.0,62.0
2024-09-14 05:00:00,99.0,25.4,0.163,5.5,3.8,70.0
2024-09-14 06:00:00,99.7,25.6,0.148,3.5,3.6,75.0
2024-09-14 07:00:00,97.8,25.6,0.144,2.8,3.5,77.0
2024-09-14 08:00:00,98.0,25.4,0.145,2.7,3.5,78.0
2024-09-14 09:00:00,93.1,25.1,0.149,3.0,3.5,77.0
2024-09-14 10:00:00,82.7,24.5,0.155,3.7,3.6,74.0
2024-09-14 11:00:00,76.8,24.3,0.164,4.8,3.7,69.0
2024-09-14 12:00:00,62.9,21.0,0.183,6.5,3.8,64.0
2024-09-14 13:00:00,59.4,21.1,0.198,8.9,3.9,59.0
2024-09-14 14:00:00,55.4,21.0,0.218,12.1,4.0,51.0
2024-09-14 15:00:00,52.2,20.6,0.231,14.4,4.1,46.0
2024-09-14 16:00:00,51.1,20.4,0.234,15.1,4.1,44.0
2024-09-14 17:00:00,50.4,20.4,0.23,14.9,4.2,44.0
2024-09-14 18:00:00,50.1,20.6,0.221,14.0,4.1,44.0
2024-09-14 19:00:00,50.1,21.0,0.203,12.1,3.9,45.0
2024-09-14 20:00:00,49.4,20.8,0.179,9.6,3.7,47.0
2024-09-14 21:00:00,47.5,20.2,0.16,7.6,3.5,48.0
2024-09-14 22:00:00,45.8,19.7,0.147,6.4,3.5,49.0
2024-09-14 23:00:00,44.6,19.6,0.138,5.7,3.5,50.0
2024-09-15 00:00:00,43.9,19.9,0.141,5.6,3.6,51.0
2024-09-15 01:00:00,44.2,20.1,0.162,7.1,4.0,51.0
2024-09-15 02:00:00,45.2,20.8,0.19,9.1,4.5,51.0
2024-09-15 03:00:00,51.2,21.9,0.206,10.0,4.8,54.0
2024-09-15 04:00:00,50.2,20.6,0.199,8.6,4.7,61.0
2024-09-15 05:00:00,52.7,20.4,0.181,6.1,4.5,69.0
2024-09-15 06:00:00,56.0,20.9,0.166,4.2,4.3,76.0
2024-09-15 07:00:00,57.3,20.8,0.16,3.4,4.2,79.0
2024-09-15 08:00:00,57.0,20.8,0.158,3.3,4.2,80.0
2024-09-15 09:00:00,56.7,20.6,0.159,3.5,4.1,79.0
2024-09-15 10:00:00,56.6,20.4,0.162,4.1,4.0,75.0
2024-09-15 11:00:00,53.6,20.1,0.167,5.2,3.9,69.0
2024-09-15 12:00:00,56.1,21.2,0.181,7.2,4.1,63.0
2024-09-15 13:00:00,56.0,22.2,0.187,8.7,4.1,59.0
2024-09-15 14:00:00,54.2,22.8,0.197,10.8,4.0,54.0
2024-09-15 15:00:00,53.2,23.2,0.207,12.8,4.1,49.0
2024-09-15 16:00:00,52.3,23.9,0.222,14.9,4.3,45.0
2024-09-15 17:00:00,52.3,24.3,0.238,17.0,4.6,42.0
2024-09-15 18:00:00,52.6,24.7,0.243,17.8,4.8,40.0
2024-09-15 19:00:00,52.5,24.7,0.229,16.4,4.7,40.0
2024-09-15 20:00:00,51.5,24.2,0.204,13.7,4.5,42.0
2024-09-15 21:00:00,49.6,23.2,0.182,11.4,4.3,44.0
2024-09-15 22:00:00,47.6,22.1,0.165,9.8,4.2,45.0
2024-09-15 23:00:00,45.9,21.2,0.15,8.5,4.2,45.0
2024-09-16 00:00:00,44.0,20.5,0.143,7.3,4.1,47.0
2024-09-16 01:00:00,45.3,21.0,0.163,8.7,4.5,47.0
2024-09-16 02:00:00,46.7,22.0,0.191,10.4,5.1,47.0
2024-09-16 03:00:00,52.0,22.5,0.206,11.0,5.4,50.0
2024-09-16 04:00:00,51.7,21.1,0.198,9.2,5.2,58.0
2024-09-16 05:00:00,52.3,20.7,0.179,6.3,4.8,68.0
2024-09-16 06:00:00,52.9,20.6,0.163,4.0,4.4,76.0
2024-09-16 07:00:00,52.9,20.4,0.157,3.1,4.1,79.0
2024-09-16 08:00:00,52.5,20.1,0.154,2.9,3.9,80.0
2024-09-16 09:00:00,52.2,19.7,0.154,3.1,3.7,78.0
2024-09-16 10:00:00,50.8,19.5,0.157,3.8,3.7,73.0
2024-09-16 11:00:00,50.1,19.2,0.163,5.1,3.7,65.0
2024-09-16 12:00:00,54.9,20.8,0.17,6.8,3.9,58.0
2024-09-16 13:00:00,55.3,21.6,0.178,8.3,4.0,54.0
2024-09-16 14:00:00,54.9,22.1,0.189,10.4,4.1,49.0
2024-09-16 15:00:00,53.3,21.9,0.2,12.3,4.2,45.0
2024-09-16 16:00:00,51.0,21.7,0.211,13.8,4.4,42.0
2024-09-16 17:00:00,49.9,21.7,0.222,15.1,4.5,41.0
2024-09-16 18:00:00,49.1,21.7,0.225,15.4,4.6,40.0
2024-09-16 19:00:00,48.9,21.7,0.214,14.3,4.5,40.0
2024-09-16 20:00:00,47.6,21.1,0.194,12.2,4.4,42.0
2024-09-16 21:00:00,45.8,20.3,0.176,10.4,4.3,43.0
2024-09-16 22:00:00,43.0,19.1,0.16,9.0,4.2,43.0
2024-09-16 23:00:00,40.5,17.9,0.147,7.7,4.1,44.0
2024-09-17 00:00:00,39.5,17.1,0.143,7.0,4.1,45.0
2024-09-17 01:00:00,40.7,17.1,0.163,8.5,4.5,45.0
2024-09-17 02:00:00,42.6,18.0,0.19,10.4,5.1,45.0
2024-09-17 03:00:00,47.5,18.3,0.206,11.1,5.4,48.0
2024-09-17 04:00:00,48.7,17.2,0.2,9.5,5.3,56.0
2024-09-17 05:00:00,53.2,17.4,0.182,6.6,5.1,67.0
2024-09-17 06:00:00,58.6,17.5,0.168,4.4,4.8,75.0
2024-09-17 07:00:00,64.0,17.6,0.161,3.5,4.6,79.0
2024-09-17 08:00:00,68.7,17.8,0.158,3.2,4.3,81.0
2024-09-17 09:00:00,68.2,17.6,0.158,3.5,4.2,80.0
2024-09-17 10:00:00,64.7,17.2,0.164,4.5,4.2,74.0
2024-09-17 11:00:00,63.3,17.1,0.173,6.0,4.3,66.0
2024-09-17 12:00:00,52.7,14.9,0.191,7.9,4.8,60.0
2024-09-17 13:00:00,54.1,15.7,0.2,10.0,4.9,55.0
2024-09-17 14:00:00,51.5,16.4,0.214,13.0,4.9,47.0
2024-09-17 15:00:00,49.9,16.9,0.225,15.4,5.0,41.0
2024-09-17 16:00:00,49.6,17.6,0.235,16.9,5.1,38.0
2024-09-17 17:00:00,49.8,18.5,0.243,17.9,5.2,36.0
2024-09-17 18:00:00,51.9,19.5,0.243,18.0,5.2,36.0
2024-09-17 19:00:00,53.1,19.8,0.231,16.8,5.1,37.0
2024-09-17 20:00:00,51.6,19.4,0.212,14.8,4.9,38.0
2024-09-17 21:00:00,48.7,18.7,0.194,12.9,4.8,40.0
2024-09-17 22:00:00,45.4,17.9,0.177,11.4,4.8,41.0
2024-09-17 23:00:00,42.0,16.8,0.162,10.0,4.8,42.0
2024-09-18 00:00:00,38.3,15.4,0.154,8.5,4.8,44.0
2024-09-18 01:00:00,37.6,15.2,0.176,9.9,5.3,45.0
2024-09-18 02:00:00,40.4,15.4,0.207,11.7,6.0,46.0
2024-09-18 03:00:00,43.2,15.1,0.227,12.4,6.5,51.0
2024-09-18 04:00:00,45.1,14.9,0.228,11.0,6.9,63.0
2024-09-18 05:00:00,46.8,15.3,0.218,8.4,7.1,78.0
2024-09-18 06:00:00,49.0,15.7,0.208,6.3,7.1,90.0
2024-09-18 07:00:00,51.2,15.9,0.198,5.1,6.6,96.0
2024-09-18 08:00:00,52.7,15.7,0.188,4.4,5.8,98.0
2024-09-18 09:00:00,54.1,15.4,0.182,4.4,5.2,96.0
2024-09-18 10:00:00,55.2,15.1,0.184,5.3,5.0,89.0
2024-09-18 11:00:00,54.2,15.0,0.191,6.8,5.0,77.0
2024-09-18 12:00:00,52.3,14.3,0.203,8.7,5.1,67.0
2024-09-18 13:00:00,51.2,14.6,0.212,11.0,5.2,61.0
2024-09-18 14:00:00,48.3,14.9,0.224,14.2,5.4,52.0
2024-09-18 15:00:00,46.4,15.1,0.234,16.7,5.6,45.0
2024-09-18 16:00:00,45.4,15.4,0.24,18.0,5.8,42.0
2024-09-18 17:00:00,45.1,16.1,0.244,18.6,5.9,41.0
2024-09-18 18:00:00,45.5,17.1,0.243,18.8,6.0,40.0
2024-09-18 19:00:00,46.0,17.5,0.236,18.4,5.9,39.0
2024-09-18 20:00:00,44.6,17.5,0.225,17.5,5.8,39.0
2024-09-18 21:00:00,42.0,16.8,0.214,16.7,5.8,39.0
2024-09-18 22:00:00,38.4,15.6,0.202,16.0,5.9,37.0
2024-09-18 23:00:00,36.0,14.8,0.191,15.5,6.0,36.0
2024-09-19 00:00:00,36.7,14.1,0.184,14.3,6.2,37.0
2024-09-19 01:00:00,39.0,14.5,0.203,15.4,7.2,38.0
2024-09-19 02:00:00,43.1,15.8,0.229,16.8,8.7,39.0
2024-09-19 03:00:00,51.5,14.8,0.247,17.0,9.8,46.0
2024-09-19 04:00:00,63.8,15.8,0.25,15.1,10.5,62.0
2024-09-19 05:00:00,72.9,17.3,0.246,12.0,10.9,84.0
2024-09-19 06:00:00,79.2,19.1,0.238,9.3,10.8,101.0
2024-09-19 07:00:00,78.0,20.0,0.227,7.4,10.0,113.0
2024-09-19 08:00:00,74.5,19.8,0.213,5.8,8.7,120.0
2024-09-19 09:00:00,71.7,19.1,0.203,5.3,7.6,120.0
2024-09-19 10:00:00,68.7,17.8,0.201,6.3,6.8,107.0
2024-09-19 11:00:00,63.6,16.4,0.204,8.4,6.1,86.0
2024-09-19 12:00:00,72.9,19.2,0.213,11.1,6.9,77.0
2024-09-19 13:00:00,68.0,18.2,0.218,13.3,6.3,66.0
2024-09-19 14:00:00,60.8,17.5,0.226,16.3,5.5,52.0
2024-09-19 15:00:00,56.3,17.0,0.232,18.6,5.1,41.0
2024-09-19 16:00:00,54.6,16.6,0.236,19.6,5.5,37.0
2024-09-19 17:00:00,53.6,16.6,0.239,19.9,6.3,37.0
2024-09-19 18:00:00,52.9,17.5,0.237,19.7,6.8,37.0
2024-09-19 19:00:00,51.8,18.3,0.231,19.1,6.7,36.0
2024-09-19 20:00:00,47.8,17.6,0.22,18.0,6.2,36.0
2024-09-19 21:00:00,44.6,16.2,0.206,16.4,5.8,37.0
2024-09-19 22:00:00,40.6,14.3,0.179,13.5,5.4,39.0
2024-09-19 23:00:00,38.4,12.9,0.149,10.1,5.1,42.0
2024-09-20 00:00:00,39.9,12.0,0.14,8.3,5.2,43.0
2024-09-20 01:00:00,42.0,12.3,0.179,11.1,5.7,41.0
2024-09-20 02:00:00,45.4,13.9,0.232,14.8,6.4,39.0
2024-09-20 03:00:00,55.8,14.7,0.267,16.7,7.1,43.0
2024-09-20 04:00:00,62.9,16.3,0.267,15.0,7.9,58.0
2024-09-20 05:00:00,66.4,17.7,0.249,11.4,8.7,79.0
2024-09-20 06:00:00,68.5,19.0,0.232,8.4,9.0,96.0
2024-09-20 07:00:00,68.7,19.6,0.219,6.6,8.4,105.0
2024-09-20 08:00:00,67.8,19.7,0.207,5.5,7.2,109.0
2024-09-20 09:00:00,65.9,19.4,0.201,5.3,6.3,108.0
2024-09-20 10:00:00,63.6,19.0,0.208,6.7,5.9,98.0
2024-09-20 11:00:00,60.5,18.5,0.221,9.1,5.8,82.0
2024-09-20 12:00:00,55.5,17.9,0.25,12.5,6.2,70.0
2024-09-20 13:00:00,52.3,17.2,0.251,14.3,5.9,62.0
2024-09-20 14:00:00,48.2,16.5,0.251,16.6,5.5,50.0
2024-09-20 15:00:00,47.7,16.2,0.248,17.9,5.1,42.0
2024-09-20 16:00:00,48.5,16.3,0.238,17.2,4.9,40.0
2024-09-20 17:00:00,48.7,16.9,0.225,15.4,4.8,42.0
2024-09-20 18:00:00,49.0,17.9,0.211,13.7,4.7,44.0
2024-09-20 19:00:00,49.4,18.3,0.198,12.2,4.6,45.0
2024-09-20 20:00:00,48.5,18.2,0.186,10.8,4.5,46.0
2024-09-20 21:00:00,47.7,17.8,0.175,9.6,4.4,46.0
2024-09-20 22:00:00,47.5,17.6,0.163,8.6,4.4,46.0
2024-09-20 23:00:00,48.1,17.6,0.153,7.8,4.5,45.0
2024-09-21 00:00:00,50.6,17.9,0.153,7.5,4.6,48.0
2024-09-21 01:00:00,50.6,17.7,0.177,9.1,5.1,47.0
2024-09-21 02:00:00,54.2,19.2,0.209,11.1,5.8,47.0
2024-09-21 03:00:00,62.2,19.0,0.23,12.0,6.3,50.0
2024-09-21 04:00:00,65.9,19.0,0.229,10.6,6.5,61.0
2024-09-21 05:00:00,68.0,19.7,0.217,7.9,6.6,76.0
2024-09-21 06:00:00,69.6,20.5,0.206,5.8,6.5,87.0
2024-09-21 07:00:00,70.3,20.9,0.199,4.8,6.1,92.0
2024-09-21 08:00:00,69.8,21.0,0.192,4.2,5.6,92.0
2024-09-21 09:00:00,69.2,21.0,0.189,4.3,5.1,90.0
2024-09-21 10:00:00,68.2,21.0,0.191,5.1,4.9,83.0
2024-09-21 11:00:00,66.8,20.7,0.196,6.5,4.8,72.0
2024-09-21 12:00:00,67.3,20.7,0.202,8.4,5.0,63.0
2024-09-21 13:00:00,68.5,21.2,0.207,9.9,5.0,58.0
2024-09-21 14:00:00,68.5,21.8,0.213,12.1,5.0,51.0
2024-09-21 15:00:00,69.8,22.2,0.216,13.5,4.9,46.0
2024-09-21 16:00:00,71.2,22.8,0.215,13.7,4.8,45.0
2024-09-21 17:00:00,70.3,23.3,0.212,13.3,4.7,45.0
2024-09-21 18:00:00,68.5,23.5,0.205,12.5,4.6,46.0
2024-09-21 19:00:00,66.6,23.5,0.194,11.3,4.4,47.0
2024-09-21 20:00:00,66.1,23.4,0.18,9.7,4.1,48.0
2024-09-21 21:00:00,66.6,23.3,0.168,8.4,4.0,49.0
2024-09-21 22:00:00,65.0,22.8,0.158,7.5,4.0,49.0
2024-09-21 23:00:00,63.3,22.1,0.149,6.9,4.1,49.0
2024-09-22 00:00:00,62.4,21.3,0.152,7.0,4.4,49.0
2024-09-22 01:00:00,63.1,21.3,0.172,8.3,4.7,49.0
2024-09-22 02:00:00,64.7,22.2,0.198,10.0,5.2,50.0
2024-09-22 03:00:00,74.3,21.7,0.216,10.7,5.5,54.0
2024-09-22 04:00:00,76.8,21.7,0.215,9.4,5.7,63.0
2024-09-22 05:00:00,78.0,22.0,0.206,7.0,5.8,75.0
2024-09-22 06:00:00,79.2,22.4,0.197,5.2,5.8,85.0
2024-09-22 07:00:00,79.4,22.6,0.193,4.3,5.6,90.0
2024-09-22 08:00:00,79.2,22.5,0.19,4.0,5.4,93.0
2024-09-22 09:00:00,78.2,22.2,0.19,4.2,5.1,92.0
2024-09-22 10:00:00,76.1,21.8,0.195,5.2,4.9,85.0
2024-09-22 11:00:00,73.3,21.3,0.204,6.8,4.7,74.0
2024-09-22 12:00:00,75.0,21.9,0.208,8.9,5.0,65.0
2024-09-22 13:00:00,73.3,22.2,0.216,10.8,5.0,59.0
2024-09-22 14:00:00,70.5,22.4,0.227,13.4,5.1,51.0
2024-09-22 15:00:00,69.2,22.4,0.232,14.9,5.1,46.0
2024-09-22 16:00:00,67.8,22.5,0.225,14.4,5.0,45.0
2024-09-22 17:00:00,66.1,22.2,0.213,12.8,4.9,47.0
2024-09-22 18:00:00,65.7,22.3,0.201,11.4,4.7,49.0
2024-09-22 19:00:00,63.1,22.1,0.193,10.5,4.5,49.0
2024-09-22 20:00:00,61.5,21.9,0.185,9.7,4.3,49.0
2024-09-22 21:00:00,59.1,21.5,0.178,8.9,4.2,49.0
2024-09-22 22:00:00,56.9,20.7,0.168,7.9,4.2,49.0
2024-09-22 23:00:00,54.8,19.9,0.158,7.0,4.2,49.0
2024-09-23 00:00:00,52.4,18.7,0.155,6.4,4.2,50.0
2024-09-23 01:00:00,53.7,18.8,0.174,7.8,4.6,50.0
2024-09-23 02:00:00,55.4,19.6,0.201,9.6,5.1,50.0
2024-09-23 03:00:00,64.3,19.3,0.219,10.4,5.5,53.0
2024-09-23 04:00:00,66.8,19.5,0.221,9.3,5.8,63.0
2024-09-23 05:00:00,68.7,20.0,0.214,7.2,6.0,76.0
2024-09-23 06:00:00,70.1,20.6,0.207,5.5,6.0,86.0
2024-09-23 07:00:00,71.5,20.8,0.2,4.6,5.7,91.0
2024-09-23 08:00:00,71.5,20.8,0.192,4.1,5.3,94.0
2024-09-23 09:00:00,70.3,20.6,0.189,4.2,4.9,92.0
2024-09-23 10:00:00,68.9,20.3,0.194,5.3,4.8,84.0
2024-09-23 11:00:00,66.8,20.0,0.205,7.0,4.7,73.0
2024-09-23 12:00:00,63.8,19.7,0.204,8.7,4.8,64.0
2024-09-23 13:00:00,62.9,20.3,0.21,10.2,4.7,59.0
2024-09-23 14:00:00,60.8,20.7,0.217,12.3,4.7,51.0
2024-09-23 15:00:00,59.6,20.8,0.221,13.6,4.6,46.0
2024-09-23 16:00:00,58.4,20.9,0.218,13.4,4.6,45.0
2024-09-23 17:00:00,57.7,21.4,0.21,12.4,4.6,47.0
2024-09-23 18:00:00,56.8,21.6,0.201,11.3,4.6,48.0
2024-09-23 19:00:00,54.7,21.6,0.191,10.2,4.4,48.0
2024-09-23 20:00:00,53.1,21.2,0.179,9.1,4.2,49.0
2024-09-23 21:00:00,51.1,20.7,0.168,8.1,4.0,49.0
2024-09-23 22:00:00,49.4,19.9,0.157,7.3,4.0,49.0
2024-09-23 23:00:00,48.2,19.2,0.147,6.6,4.1,49.0
2024-09-24 00:00:00,46.7,17.6,0.147,6.5,4.3,49.0
2024-09-24 01:00:00,48.5,17.6,0.167,7.9,4.6,48.0
2024-09-24 02:00:00,50.8,18.1,0.196,9.7,5.1,48.0
2024-09-24 03:00:00,58.0,17.8,0.215,10.6,5.6,51.0
2024-09-24 04:00:00,59.8,18.1,0.218,9.6,6.3,62.0
2024-09-24 05:00:00,62.6,18.7,0.213,7.6,7.1,76.0
2024-09-24 06:00:00,66.1,19.4,0.206,6.0,7.5,87.0
2024-09-24 07:00:00,69.4,20.0,0.198,5.0,7.1,93.0
2024-09-24 08:00:00,71.2,20.2,0.19,4.4,6.2,95.0
2024-09-24 09:00:00,71.5,20.3,0.185,4.4,5.5,93.0
2024-09-24 10:00:00,69.2,19.9,0.188,5.4,5.1,85.0
2024-09-24 11:00:00,64.5,19.3,0.196,7.2,4.9,72.0
2024-09-24 12:00:00,56.2,18.9,0.196,8.7,4.9,62.0
2024-09-24 13:00:00,52.4,19.2,0.204,10.6,4.9,57.0
2024-09-24 14:00:00,48.5,19.6,0.214,13.2,4.8,49.0
2024-09-24 15:00:00,46.4,19.8,0.22,14.9,4.8,44.0
2024-09-24 16:00:00,45.4,20.1,0.218,15.0,4.8,43.0
2024-09-24 17:00:00,44.8,20.3,0.211,14.3,4.8,43.0
2024-09-24 18:00:00,44.4,20.5,0.202,13.3,4.7,44.0
2024-09-24 19:00:00,44.1,20.6,0.191,12.2,4.5,44.0
2024-09-24 20:00:00,43.4,20.5,0.177,11.0,4.2,44.0
2024-09-24 21:00:00,42.4,20.3,0.165,9.9,4.1,44.0
2024-09-24 22:00:00,40.4,19.6,0.153,9.0,4.2,44.0
2024-09-24 23:00:00,38.9,18.8,0.142,8.3,4.4,43.0
2024-09-25 00:00:00,33.1,16.8,0.156,10.0,5.3,39.0
2024-09-25 01:00:00,34.7,17.2,0.181,11.6,5.9,39.0
2024-09-25 02:00:00,38.2,18.9,0.216,13.6,6.8,40.0
2024-09-25 03:00:00,42.7,18.0,0.236,14.3,7.3,45.0
2024-09-25 04:00:00,46.0,17.8,0.229,12.2,7.2,57.0
2024-09-25 05:00:00,49.5,17.9,0.209,8.7,6.8,72.0
2024-09-25 06:00:00,51.2,18.5,0.191,6.0,6.4,84.0
2024-09-25 07:00:00,52.0,18.7,0.181,4.7,6.0,89.0
2024-09-25 08:00:00,51.5,18.6,0.174,4.2,5.6,91.0
2024-09-25 09:00:00,50.1,18.5,0.172,4.4,5.3,89.0
2024-09-25 10:00:00,49.1,18.5,0.18,5.6,5.2,82.0
2024-09-25 11:00:00,47.7,18.4,0.193,7.6,5.2,72.0
2024-09-25 12:00:00,42.1,17.6,0.199,9.9,6.0,66.0
2024-09-25 13:00:00,40.7,17.8,0.208,12.2,5.7,58.0
2024-09-25 14:00:00,39.3,18.2,0.22,15.4,5.4,47.0
2024-09-25 15:00:00,39.6,18.6,0.226,17.3,5.1,40.0
2024-09-25 16:00:00,40.7,19.1,0.221,16.9,5.1,39.0
2024-09-25 17:00:00,41.8,19.6,0.209,15.2,5.3,41.0
2024-09-25 18:00:00,43.2,20.2,0.198,13.6,5.3,43.0
2024-09-25 19:00:00,43.8,20.8,0.19,12.6,5.1,43.0
2024-09-25 20:00:00,44.2,20.9,0.184,11.7,4.7,43.0
2024-09-25 21:00:00,43.4,20.2,0.176,10.8,4.5,43.0
2024-09-25 22:00:00,42.7,19.4,0.163,9.6,4.5,43.0
2024-09-25 23:00:00,42.3,18.7,0.149,8.4,4.6,43.0
2024-09-26 00:00:00,39.5,17.2,0.148,8.0,4.7,43.0
2024-09-26 01:00:00,41.4,17.7,0.175,9.8,5.2,42.0
2024-09-26 02:00:00,45.4,19.2,0.211,12.3,5.9,42.0
2024-09-26 03:00:00,51.5,19.0,0.234,13.3,6.4,46.0
2024-09-26 04:00:00,53.3,19.0,0.23,11.6,6.6,57.0
2024-09-26 05:00:00,54.7,19.2,0.212,8.4,6.5,72.0
2024-09-26 06:00:00,55.5,19.4,0.196,5.9,6.4,84.0
2024-09-26 07:00:00,55.4,19.3,0.187,4.7,6.1,90.0
2024-09-26 08:00:00,55.2,19.1,0.18,4.2,5.8,92.0
2024-09-26 09:00:00,54.4,18.6,0.178,4.5,5.5,90.0
2024-09-26 10:00:00,53.7,18.3,0.185,5.8,5.3,82.0
2024-09-26 11:00:00,52.3,18.0,0.197,7.9,5.2,69.0
2024-09-26 12:00:00,48.3,17.0,0.218,11.3,5.5,62.0
2024-09-26 13:00:00,47.1,17.2,0.23,13.9,5.2,54.0
2024-09-26 14:00:00,45.2,17.5,0.245,17.5,4.9,43.0
2024-09-26 15:00:00,44.4,17.6,0.251,19.5,4.6,35.0
2024-09-26 16:00:00,44.2,17.8,0.241,18.7,4.6,34.0
2024-09-26 17:00:00,44.5,18.1,0.221,16.4,4.7,36.0
2024-09-26 18:00:00,44.2,18.4,0.201,14.0,4.7,39.0
2024-09-26 19:00:00,44.0,18.4,0.181,11.7,4.4,41.0
2024-09-26 20:00:00,43.0,18.1,0.16,9.3,3.9,43.0
2024-09-26 21:00:00,41.7,17.3,0.144,7.4,3.6,44.0
2024-09-26 22:00:00,40.3,16.3,0.132,6.1,3.5,45.0
2024-09-26 23:00:00,38.0,14.9,0.124,5.3,3.5,45.0
2024-09-27 00:00:00,40.0,15.1,0.129,5.4,3.7,45.0
2024-09-27 01:00:00,40.3,14.9,0.155,7.2,4.1,44.0
2024-09-27 02:00:00,41.9,15.7,0.189,9.5,4.6,42.0
2024-09-27 03:00:00,49.4,16.1,0.212,10.7,5.0,44.0
2024-09-27 04:00:00,52.4,16.6,0.211,9.5,5.3,53.0
2024-09-27 05:00:00,54.9,17.0,0.198,7.1,5.5,66.0
2024-09-27 06:00:00,58.2,17.6,0.186,5.2,5.6,76.0
2024-09-27 07:00:00,59.8,18.1,0.179,4.3,5.3,80.0
2024-09-27 08:00:00,60.3,18.3,0.173,3.9,4.9,80.0
2024-09-27 09:00:00,59.5,18.5,0.172,4.2,4.6,78.0
2024-09-27 10:00:00,58.8,18.4,0.181,5.5,4.5,71.0
2024-09-27 11:00:00,56.5,18.4,0.194,7.6,4.6,61.0
2024-09-27 12:00:00,58.9,19.1,0.203,9.5,4.6,52.0
2024-09-27 13:00:00,56.2,19.5,0.203,10.6,4.5,49.0
2024-09-27 14:00:00,53.0,19.9,0.203,12.0,4.4,44.0
2024-09-27 15:00:00,51.7,20.4,0.202,12.9,4.3,41.0
2024-09-27 16:00:00,50.8,20.7,0.199,12.9,4.2,40.0
2024-09-27 17:00:00,49.6,20.8,0.195,12.4,4.1,41.0
2024-09-27 18:00:00,48.3,20.8,0.188,11.5,4.0,42.0
2024-09-27 19:00:00,47.0,20.5,0.174,10.0,3.8,43.0
2024-09-27 20:00:00,45.1,20.0,0.157,8.2,3.5,45.0
2024-09-27 21:00:00,43.0,19.3,0.143,6.7,3.4,46.0
2024-09-27 22:00:00,41.4,18.6,0.133,5.7,3.4,46.0
2024-09-27 23:00:00,39.8,18.0,0.126,5.2,3.5,46.0
2024-09-28 00:00:00,37.0,17.0,0.129,5.3,3.6,47.0
2024-09-28 01:00:00,38.4,17.1,0.157,7.5,4.2,45.0
2024-09-28 02:00:00,40.2,18.0,0.196,10.4,4.9,43.0
